"Wine_ID","Brown_Color_avg","Orange_Color_avg","Red_Color_avg","Green_Color_avg","Yellow_Color_avg","Pink_Color_avg","Muscadine_Fruity_Aroma_avg","Red_Fruit_Aroma_avg","Apple_Pear_Aroma_avg","Bubblegum_Aroma_avg","Chemical_Aroma_avg","Jammy_Aroma_avg","Floral_Aroma_avg","Herbaceous_Aroma_avg","Green_Grassy_Aroma_avg","Petroleum_Aroma_avg","Spice_Aroma_avg","Stone_Fruits_Aroma_avg","Wood_Aroma_avg","Earthy_Aroma_avg","Sulfidic_Aroma_avg","Sulfite_Aroma_avg","Acetic_Aroma_avg","Oxidized_Aroma_avg","Foxy_Aroma_avg","Citrus_Aroma_avg","Honey_Aroma_avg","Stone_Fruit_Aroma_avg","Tropical_Aroma_avg","Muscadine_Taste_avg","Red_Fruit_Taste_avg","Sweet_Taste_avg","Bitter_Taste_avg","Sour_Taste_avg","Astringent_Taste_avg","Dry_Taste_avg","Oxidized_Taste_avg","Herbaceous_Taste_avg","Green_Grassy_Taste_avg","Jammy_Taste_avg","Crisp_Taste_avg","Honey_Taste_avg","Color_Liking_avg","Aroma_Liking_avg","Taste_Liking_avg","Overall_Quality_Liking_avg","Color_Intensity_avg","Muscadine_Aroma_Intensity_avg","Muscadine_Flavor_Intensity_avg","Sweetness_Intensity_avg","Bitterness_Intensity_avg","Astringency_Intensity_avg","Sourness_Intensity_avg"
"B2",0,NA,NA,0.461538461538462,1,0.0769230769230769,0.846153846153846,0.0769230769230769,0.384615384615385,0.230769230769231,0.307692307692308,0.153846153846154,0.307692307692308,0,0.0769230769230769,0.307692307692308,NA,NA,0,0.0769230769230769,0.153846153846154,0.307692307692308,0.0769230769230769,0,0.461538461538462,0.153846153846154,0.0769230769230769,0.384615384615385,0.230769230769231,0.846153846153846,0.153846153846154,1,0.461538461538462,0.461538461538462,0.461538461538462,0.153846153846154,0.0769230769230769,NA,NA,NA,0.461538461538462,0.307692307692308,5.46153846153846,6.46153846153846,5.84615384615385,5.61538461538461,16,51,42.1538461538462,54.2307692307692,19,24.5384615384615,27.5384615384615
"B2",0.692307692307692,NA,NA,0,0.307692307692308,1,0.846153846153846,0.384615384615385,0.230769230769231,0.384615384615385,0.230769230769231,0.384615384615385,0.153846153846154,0.0769230769230769,0,0.307692307692308,NA,NA,0.0769230769230769,0.384615384615385,0.307692307692308,0.461538461538462,0.153846153846154,0.0769230769230769,0.615384615384615,0,0.0769230769230769,0.153846153846154,0.230769230769231,0.769230769230769,0.307692307692308,0.769230769230769,0.461538461538462,0.461538461538462,0.615384615384615,0.307692307692308,0.384615384615385,NA,NA,NA,0.384615384615385,0.0769230769230769,5.92307692307692,5.46153846153846,5,5.15384615384615,48.8461538461538,57.6923076923077,47.3076923076923,52.3846153846154,18.1538461538462,25.1538461538462,30.9230769230769
"D5",0.230769230769231,NA,NA,0.307692307692308,1,0,0.923076923076923,0.153846153846154,0.384615384615385,0.384615384615385,0.307692307692308,0.0769230769230769,0.307692307692308,0.153846153846154,0.0769230769230769,0.384615384615385,NA,NA,0.153846153846154,0.0769230769230769,0.230769230769231,0.461538461538462,0,0.153846153846154,0.769230769230769,0.153846153846154,0.153846153846154,0.153846153846154,0.0769230769230769,0.538461538461538,0,0.0769230769230769,0.769230769230769,0.846153846153846,0.769230769230769,0.692307692307692,0.307692307692308,NA,NA,NA,0.153846153846154,0.153846153846154,6.23076923076923,5.69230769230769,3.38461538461538,4.30769230769231,42.8461538461538,61.6153846153846,32,14.3846153846154,35.8461538461538,39.6153846153846,53.9230769230769
"D6",0,NA,NA,0.461538461538462,1,0,0.846153846153846,0.0769230769230769,0.307692307692308,0.0769230769230769,0.153846153846154,0.153846153846154,0.153846153846154,0.0769230769230769,0.0769230769230769,0.538461538461538,NA,NA,0,0.153846153846154,0.230769230769231,0.384615384615385,0.0769230769230769,0,0.461538461538462,0.153846153846154,0.153846153846154,0.230769230769231,0,0.923076923076923,0,0.923076923076923,0.384615384615385,0.538461538461538,0.384615384615385,0.384615384615385,0,NA,NA,NA,0.692307692307692,0.0769230769230769,5.30769230769231,6.30769230769231,6.30769230769231,6.30769230769231,20.3076923076923,53.1538461538462,49.0769230769231,54.0769230769231,21,28.6923076923077,37.4615384615385
"D7",0.384615384615385,NA,NA,0.307692307692308,1,0,0.923076923076923,0.153846153846154,0.230769230769231,0.384615384615385,0.230769230769231,0.230769230769231,0.230769230769231,0.0769230769230769,0.0769230769230769,0.153846153846154,NA,NA,0.230769230769231,0.0769230769230769,0.153846153846154,0.384615384615385,0.0769230769230769,0.0769230769230769,0.461538461538462,0.0769230769230769,0.384615384615385,0.153846153846154,0.153846153846154,0.923076923076923,0.307692307692308,1,0.307692307692308,0.615384615384615,0.230769230769231,0.153846153846154,0,NA,NA,NA,0.461538461538462,0.384615384615385,5.38461538461539,6,6.38461538461539,6.38461538461539,40.6153846153846,60.2307692307692,47.4615384615385,66.2307692307692,16.7692307692308,17.1538461538462,25.9230769230769
"D8",0.153846153846154,NA,NA,0,0,1,0.923076923076923,0.846153846153846,0,0.769230769230769,0.153846153846154,0.769230769230769,0.307692307692308,0.0769230769230769,0.0769230769230769,0.0769230769230769,NA,NA,0.230769230769231,0.0769230769230769,0.0769230769230769,0.153846153846154,0,0,0.230769230769231,0.0769230769230769,0.230769230769231,0.384615384615385,0.307692307692308,0.923076923076923,0.846153846153846,1,0.153846153846154,0.461538461538462,0.384615384615385,0.307692307692308,0,NA,NA,NA,0.384615384615385,0.384615384615385,7.76923076923077,7.76923076923077,7.30769230769231,7.38461538461539,75.9230769230769,56.0769230769231,59.6923076923077,69.7692307692308,15.6923076923077,26.3076923076923,26.6923076923077
"D9",0.230769230769231,NA,NA,0.384615384615385,1,0,0.923076923076923,0.0769230769230769,0.384615384615385,0.230769230769231,0.230769230769231,0.153846153846154,0.461538461538462,0.153846153846154,0.230769230769231,0.461538461538462,NA,NA,0.153846153846154,0.461538461538462,0.153846153846154,0.615384615384615,0,0.153846153846154,0.461538461538462,0,0.0769230769230769,0.230769230769231,0,0.769230769230769,0,0.307692307692308,0.846153846153846,0.769230769230769,0.538461538461538,0.538461538461538,0.307692307692308,NA,NA,NA,0.230769230769231,0,5.92307692307692,5.92307692307692,4.15384615384615,4.84615384615385,36.7692307692308,53.3846153846154,40.1538461538462,23.9230769230769,37.1538461538462,37.3846153846154,48
"E3",0.0769230769230769,NA,NA,0.538461538461538,1,0,0.923076923076923,0,0.384615384615385,0.307692307692308,0.307692307692308,0.0769230769230769,0.230769230769231,0,0.153846153846154,0.384615384615385,NA,NA,0.0769230769230769,0.153846153846154,0.230769230769231,0.461538461538462,0.384615384615385,0.153846153846154,0.538461538461538,0,0.230769230769231,0.230769230769231,0.153846153846154,1,0.0769230769230769,0.846153846153846,0.461538461538462,0.692307692307692,0.461538461538462,0.461538461538462,0.230769230769231,NA,NA,NA,0.230769230769231,0.0769230769230769,5.76923076923077,4.61538461538461,5.46153846153846,5.23076923076923,22.0769230769231,55.3076923076923,49.8461538461538,49,25.6153846153846,32.3846153846154,39.3076923076923
"E4",0,NA,NA,0.230769230769231,1,0,0.846153846153846,0.153846153846154,0.307692307692308,0.230769230769231,0.307692307692308,0.384615384615385,0.384615384615385,0.0769230769230769,0.0769230769230769,0.307692307692308,NA,NA,0,0.230769230769231,0,0.153846153846154,0,0.153846153846154,0.384615384615385,0,0.307692307692308,0.230769230769231,0.0769230769230769,1,0.153846153846154,0.846153846153846,0.538461538461538,0.461538461538462,0.538461538461538,0.230769230769231,0.153846153846154,NA,NA,NA,0.384615384615385,0.307692307692308,6.46153846153846,5.53846153846154,6,6,30.8461538461538,55.0769230769231,53.3846153846154,56.0769230769231,23,27.0769230769231,35.5384615384615
"E5",0.615384615384615,NA,NA,0,0.384615384615385,1,0.846153846153846,0.307692307692308,0.0769230769230769,0.384615384615385,0.461538461538462,0.230769230769231,0.153846153846154,0.0769230769230769,0.0769230769230769,0.153846153846154,NA,NA,0.0769230769230769,0.230769230769231,0.0769230769230769,0.384615384615385,0.230769230769231,0.153846153846154,0.538461538461538,0.0769230769230769,0,0.153846153846154,0.230769230769231,0.846153846153846,0.307692307692308,0.846153846153846,0.615384615384615,0.615384615384615,0.538461538461538,0.384615384615385,0.153846153846154,NA,NA,NA,0.307692307692308,0.153846153846154,6,5.15384615384615,4.92307692307692,5.15384615384615,47,50.8461538461538,50.3076923076923,60.5384615384615,30,27.3846153846154,33
"E6",0.0769230769230769,NA,NA,0.384615384615385,0.923076923076923,0,0.923076923076923,0.230769230769231,0.230769230769231,0.384615384615385,0.307692307692308,0.0769230769230769,0.230769230769231,0.0769230769230769,0.0769230769230769,0.307692307692308,NA,NA,0.0769230769230769,0.153846153846154,0.307692307692308,0.384615384615385,0,0.153846153846154,0.384615384615385,0.0769230769230769,0.230769230769231,0.307692307692308,0.0769230769230769,0.846153846153846,0.0769230769230769,0.538461538461538,0.692307692307692,0.846153846153846,0.615384615384615,0.692307692307692,0.307692307692308,NA,NA,NA,0.384615384615385,0.230769230769231,6,6.15384615384615,4.84615384615385,5.23076923076923,33.3076923076923,56.6923076923077,44.5384615384615,40.5384615384615,37.1538461538462,42.2307692307692,49.4615384615385
"J2",0.769230769230769,NA,NA,0,0.615384615384615,0.615384615384615,0.769230769230769,0.230769230769231,0.0769230769230769,0.0769230769230769,0.230769230769231,0.307692307692308,0.0769230769230769,0.153846153846154,0.153846153846154,0.538461538461538,NA,NA,0,0.384615384615385,0.307692307692308,0.384615384615385,0.384615384615385,0.384615384615385,0.461538461538462,0,0.230769230769231,0.153846153846154,0,0.769230769230769,0.307692307692308,1,0.153846153846154,0.384615384615385,0.153846153846154,0.153846153846154,0.307692307692308,NA,NA,NA,0.307692307692308,0.461538461538462,5.07692307692308,4.23076923076923,5.61538461538461,5.23076923076923,58.0769230769231,38.2307692307692,46.3846153846154,70.1538461538462,16.5384615384615,21.8461538461538,27.7692307692308
